taxid,taxname
1267,Sarcina ventriculi
839,Xylanibacter ruminicola
28161,Conservatibacter flavescens
1755626,Faecalibacterium sp. MC_41
937334,Caldicoprobacter faecalis
344882,Pseudoxanthomonas dokdonensis
344881,Flavobacterium soli
52773,Schaalia meyeri
157228,Jeotgalicoccus psychrophilus
490189,Flavobacterium caeni
44742,Desulfovibrio fairfieldensis
314722,Pseudoxanthomonas suwonensis
35760,Bifidobacterium choerinum
288965,Acetivibrio clariflavus
370979,Flavobacterium defluvii
75658,Campylobacter lanienae
1144673,Acinetobacter sp. CIP 64.7
228603,Hoylesella shahii
202955,Acinetobacter tjernbergiae
29370,Lacrimispora sphenoides
397865,Barnesiella viscericola
28446,Anaerotignum propionicum
278209,Rhodococcoides yunnanense
47877,Pseudomonas amygdali
589437,Prevotella scopos
1828,Rhodococcoides fascians
1491,Clostridium botulinum
762210,Bifidobacterium saguini
971,Selenomonas ruminantium
29354,Lacrimispora celerecrescens
376815,Variovorax soli
1659,Actinomyces israelii
35785,Sarcina maxima
53254,Bosea thiooxidans
82374,Anaerovibrio lipolyticus
202952,Acinetobacter gerneri
52769,Actinomyces gerencseriae
536633,Blautia glucerasea
94132,Ramlibacter tataouinensis
626937,Christensenella minuta
243924,Pseudomonas lutea
41276,Brevundimonas vesicularis
77095,Segatella bryantii
341225,Thomasclavelia saccharogumia
592978,Mediterraneibacter faecis
70169,Dietzia sp. CIP104289
94869,Clostridium gasigenes
179995,Anaerobiospirillum thomasii
1661032,Pseudomonas sp. NBRC 111117
29375,Lacrimispora xylanolytica
589436,Prevotella fusca
78342,Bifidobacterium gallicum
151755,Xenophilus azovorans
587753,Pseudomonas chlororaphis
158787,Bifidobacterium scardovii
290053,Bacteroides helcogenes
322505,Sharpea azabuensis
487698,Stenotrophomonas pavanii
273168,Novosphingobium naphthalenivorans
1506,Clostridium sp.
2180,Methanothermus fervidus
187101,Sneathia vaginalis
1755607,Bacteroides sp. MC_16
626947,Parasutterella secunda
863643,Thermincola potens
1144662,Acinetobacter sp. CIP 101966
282125,Sutterella sanguinus
114527,Mogibacterium diversum
52133,Acinetobacter venetianus
1532,Blautia coccoides
254784,Alkalibacterium psychrotolerans
100884,Coprobacillus cateniformis
1559,Clostridium tertium
39484,Agathobaculum desmolans
115979,Niallia nealsonii
1827099,Peptoniphilus sp. JCM 8141
1510,Thermoclostridium stercorarium
35519,Mogibacterium timidum
36847,Anaerotignum neopropionicum
206505,Kerstersia similis
1544,Faecalicatena orotica
1755610,Alistipes sp. MC_19
1144665,Acinetobacter sp. CIP 102136
288769,Tepidimonas arfidensis
1070869,Dietzia sp. YIM 76027
33036,Anaerococcus tetradius
881,Nitratidesulfovibrio vulgaris
1177732,Varibaculum sp. CCUG 45271
364030,Thiomonas delicata
650643,Alistipes sp. RMA 9912
28128,Prevotella corporis
36874,Porphyromonas cangingivalis
133453,Caldilinea aerophila
48936,Novosphingobium subterraneum
1177728,Varibaculum anthropi
2189,Methanotorris igneus
1465754,Alistipes timonensis
701529,Peptoniphilus sp. JCM 8143
33871,Coriobacterium glomerans
2734,Symbiobacterium thermophilum
44008,Enterococcus cecorum
40681,Sphingomonas asaccharolytica
76978,Novosphingobium rosa
180164,Blautia schinkii
134605,Fusobacterium equinum
114528,Mogibacterium neglectum
1113805,Marinobacter sp. NBRC 101712
84032,Clostridium thermosuccinogenes
29524,Porphyromonas circumdentaria
633417,Aeromonas taiwanensis
1413,Evansella cellulosilytica
1113906,Chromohalobacter sp. NBRC 102401
33879,Agromyces ramosus
95149,Helicobacter pametensis
53374,Corynebacterium coyleae
1113824,Brevundimonas sp. NBRC 101767
136468,Vibrio lentus
216,Helicobacter muridarum
38286,Corynebacterium afermentans
1497,Clostridium formicaceticum
395387,Curtobacterium ammoniigenes
31943,Brevibacterium iodinum
32025,Helicobacter hepaticus
180332,Robinsoniella peoriensis
84378,Brachyspira murdochii
185293,Xylanibacter oryzae
1859290,Corynebacterium hylobatis
28175,Vibrio orientalis
37915,Dietzia maris
190893,Vibrio coralliilyticus
2374,Acetonema longum
645466,Anaerostipes butyraticus
147451,Micrococcus sp. LMG-19421
158080,Chromohalobacter israelensis
37923,Rothia kristinae
71388,Vibrio halioticoli
167,Treponema succinifaciens
50960,Helicobacter trogontum
215,Helicobacter fennelliae
1747005,Micrococcus sp. HBUM178886
1113907,Chromohalobacter sp. NBRC 102402
318456,Photobacterium kishitanii
69373,Curtobacterium pusillum
672,Vibrio vulnificus
566027,Micrococcus yunnanensis
1746640,Brevibacterium sp. HBUM179133
134534,Acinetobacter gyllenbergii
1746642,Brevibacterium sp. HBUM179624
1698,Brevibacterium epidermidis
151276,Bacteroides coprosuis
663,Vibrio alginolyticus
47246,[Clostridium] viride
553611,Photobacterium leiognathi
52131,Rhizobium hainanense
1296,Mammaliicoccus sciuri
212663,Vibrio tasmaniensis
256325,Psychrobacter maritimus
1670,Arthrobacter citreus
86957,Selenomonas lacticifex
293089,Martelella mediterranea
185300,Paludibacter propionicigenes
1336,Streptococcus equi
28158,Bisgaard Taxon 3
596085,Prevotella aurantiaca
396323,Acinetobacter brisouii
1303,Streptococcus oralis
1484693,Rhodoferax saidenbachensis
215690,Thermomonas fusca
82806,Streptococcus ovis
1385389,Streptococcus sp. MR-1951
29430,Acinetobacter haemolyticus
370977,Brevundimonas aveniformis
477666,Bacteroides graminisolvens
29461,Brucella suis
871324,Bacteroides stercorirosoris
1385386,Streptococcus sp. MR-1933
1385387,Streptococcus sp. MR-1949
74316,Brevundimonas aurantiaca
1307,Streptococcus suis
1333,Streptococcus criceti
74329,Brevundimonas mediterranea
1349,Streptococcus uberis
1326,Streptococcus acidominimus
84531,Lysobacter antibioticus
1341,Streptococcus ratti
28139,Rikenella microfusus
114652,Streptococcus orisratti
78448,Bifidobacterium pullorum
132919,Rhodococcus jostii
1038856,Planococcus plakortidis
78343,Bifidobacterium boum
1829,Rhodococcus rhodochrous
356829,Bifidobacterium tsurumiense
1691,Bifidobacterium indicum
622695,Planococcus salinarum
762212,Bifidobacterium biavatii
225991,Comamonas aquatica
106654,Acinetobacter nosocomialis
358220,Acidovorax sp. KKS102
518,Bordetella bronchiseptica
1114067,Weissella sp. NBRC 107245
301375,Methanothrix harundinacea
32013,Comamonas terrigena
1148157,Acinetobacter oleivorans
33905,Bifidobacterium thermophilum
762211,Bifidobacterium stellenboschense
36863,Ideonella dechloratans
1914410,Spiroplasma sp. NBRC 100390
110164,Thermococcus guaymasensis
471,Acinetobacter calcoaceticus
137461,Aerosphaera taetra
395922,Coraliomargarita akajimensis
521157,Weissella sp. KLDS 7.0701
72607,Acinetobacter genomosp. 13
1614,Fructilactobacillus fructivorans
246618,Bifidobacterium thermacidophilum
479117,Brevibacterium ravenspurgense
155866,Weissella soli
266779,Chelativorans sp. BNC1
93064,Sphingomonas koreensis
1684,Bifidobacterium asteroides
52787,Anaerofilum pentosovorans
78346,Bifidobacterium ruminantium
2741,Peptococcus niger
544718,Aliarcobacter thereius
255507,Aliarcobacter cibarius
46206,Pseudobutyrivibrio ruminis
29363,Clostridium paraputrificum
39950,Dialister pneumosintes
13076,Globicatella sanguinis
341220,Lactonifactor longoviformis
36835,[Clostridium] colinum
73098,Kluyvera georgiana
588932,Brevundimonas naejangsanensis
45067,Legionella lansingensis
983706,Bifidobacterium reuteri
136093,Globicatella sulfidifaciens
237258,Cloacibacterium normanense
1365176,Thermofilum adornatum
1603886,Bifidobacterium lemurum
1329370,Franzmannia qiaohouensis
43143,Tissierella creatinini
77635,Bifidobacterium subtile
638617,Bifidobacterium bohemicum
406,Methylobacillus glycogenes
1169913,Vulcaniibacterium thermophilum
1507,Clostridium sp. ATCC 29733
355548,Halobacterium jilantaiense
40543,Sneathia sanguinegens
38301,Corynebacterium minutissimum
54006,Aedoeadaptatus ivorii
1203033,Lactobacillus hominis
83984,Methanocorpusculum labreanum
732242,Phocaeicola paurosaccharolyticus
747,Pasteurella multocida
887349,Arthrobacter sp. KOPRI 25486
899,Desulfomicrobium baculatum
405,Methylobacillus flagellatus
143393,[Eubacterium] sulci
155863,Methanothermococcus okinawensis
99807,Corynebacterium auriscanis
29356,Clostridium chartatabidum
100176,Papillibacter cinnamivorans
1717,Corynebacterium diphtheriae
1487956,Corynebacterium sp. ATCC 6931
1719,Corynebacterium pseudotuberculosis
566011,Kineococcus sp. YIM 65377
36848,Oxalophagus oxalicus
1732,Eubacterium oxidoreducens
180282,Delftia tsuruhatensis
33052,Sphingopyxis terrae
161896,Corynebacterium camporealensis
1850093,Hymenobacter nivis
33953,Clostridium aminobutyricum
163202,Corynebacterium appendicis
156978,Corynebacterium imitans
1725,Corynebacterium xerosis
65058,Corynebacterium ulcerans
225326,Corynebacterium halotolerans
887061,Methylovorus sp. MP688
452623,Pseudoclavibacter soli
1575,Leifsonia xyli
478,Moraxella nonliquefaciens
144185,Leifsonia aquatica
658457,Ectopseudomonas composti
43131,Tissierella praeacuta
33888,Rathayibacter tritici
1806484,Achromobacter denitrificans
332999,Pedobacter suwonensis
47880,Pseudomonas fulva
288768,Bordetella ansorpii
191295,Alcaligenes sp. VKM B-2263
520,Bordetella pertussis
673862,Candidatus Babela massiliensis
29367,Clostridium puniceum
301,Ectopseudomonas oleovorans
1495,Clostridium cylindrosporum
1543,Clostridium oceanicum
1519,Clostridium tyrobutyricum
264463,Anaerosporobacter mobilis
61435,Dehalococcoides mccartyi
52786,Anaerofilum agile
39482,Faecalicatena contorta
232721,Acidovorax sp. JS42
35825,Pseudobacteroides cellulosolvens
46867,Clostridium chauvoei
29369,Clostridium sardiniense
290055,Faecalicatena fissicatena
84110,Slackia heliotrinireducens
99656,[Clostridium] fimetarium
29364,[Clostridium] polysaccharolyticum
831,Butyrivibrio fibrisolvens
93063,Sphingomonas aquatilis
1112,Erythrobacter neustonensis
745310,Sphingomonas sp. MM-1
159,Brachyspira hyodysenteriae
85338,Rothia sp. CCUG 25688
1685010,Chryseobacterium glaciei
74313,Brevundimonas subvibrioides
29355,Ruminiclostridium cellobioparum
156892,Boudabousia marimammalium
68569,Sphingomonas leidyi
542,Zymomonas mobilis
1755642,Lachnospiraceae bacterium MC_35
216903,Epilithonimonas mollis
1411316,Pedobacter sp.
28901,Salmonella enterica
319644,Saccharofermentans acetigenes
349096,Pectinatus haikarae
86332,Mogibacterium pumilum
404900,Geminicoccus roseus
66269,Pantoea stewartii
39497,Eubacterium xylanophilum
43305,Butyrivibrio proteoclasticus
216937,Spiroplasma floricola
182710,Oceanobacillus iheyensis
39487,Atopobium fossor
216947,Spiroplasma velocicrescens
2150,Haploplasma modicum
1159213,Peptostreptococcus canis
68274,Streptomyces tauricus
1273,Micrococcus lylae
206041,Flavobacterium gelidilacus
187868,Paracidovorax valerianellae
1775535,Acidovorax sp. JCM 10065
1202724,Flavobacterium akiainvivens
416016,Flavobacterium cucumis
96345,Flavobacterium psychrophilum
1520671,Flavobacterium maris
38302,Corynebacterium mycetoides
653930,Halopseudomonas bauzanensis
150240,Gemella cuniculi
86175,Halopseudomonas pertucinogena
1162717,Pseudostreptobacillus hongkongensis
34105,Streptobacillus moniliformis
1766719,Caviibacter abscessus
41211,Desulfotomaculum sp.
87541,Aerococcus christensenii
29448,Bradyrhizobium elkanii
1355477,Bradyrhizobium diazoefficiens
1463840,Streptomyces sp. NRRL F-2305
54736,Salmonella bongori
183916,Schaalia vaccimaxillae
33072,Gloeobacter violaceus
44255,Bradyrhizobium oligotrophicum
92406,Metamycoplasma spumans
638619,Bifidobacterium actinocoloniiforme
1859291,Corynebacterium sp. YIM 101587
1755629,Victivallis sp. MC_44
114615,Bradyrhizobium sp. ORS 278
327840,Bosea sp. STM 358
300028,Rhodococcus triatomae
1539,Clostridium malenominatum
1053469,Bosea lathyri
86958,Propionispira paucivorans
722472,Bradyrhizobium lablabi
118999,Methylobacterium sp. LMG 19419
375,Bradyrhizobium japonicum
288000,Bradyrhizobium sp. BTAi1
55507,Schwartzia succinivorans
125,Pirellula staleyi
147709,Carnobacterium inhibens
589537,Prevotella dentasini
256847,Lentisphaera araneosa
525640,Paracoccus chinensis
60454,Erythrobacter tepidarius
90742,Paracoccus sp. MBIC4017
24,Shewanella putrefaciens
547188,Phycisphaera mikurensis
81396,Paracoccus sp. MBIC3024
87732,Porphyrobacter sp. MBIC3936
198312,Erythrobacter sanguineus
564835,Pedobacter koreensis
170367,Paenibacillus anaericanus
84379,Brachyspira alvinipulli
1079994,Leucobacter chromiiresistens
84377,Brachyspira intermedia
545890,Alicyclobacillus aeris
501483,Leucobacter tardus
1499,Ruminiclostridium josui
1870820,Paenibacillus ihbetae
330920,Sphingomonas azotifigens
40682,Sphingomonas mali
157782,Pseudomonas parafulva
871325,Bacteroides faecichinchillae
28213,Sphingomonas parapaucimobilis
198,Campylobacter hyointestinalis
97253,Eubacterium plexicaudatum
48256,Ruminiclostridium hungatei
2736,Verrucomicrobium spinosum
1484053,Mariniphaga anaerophila
28898,Campylobacter helveticus
196,Campylobacter fetus
202,Campylobacter mucosalis
28080,Campylobacter upsaliensis
423605,Elusimicrobium minutum
524288,Sandarakinorhabdus sp. JC2488
990,Breznakibacter xylanolyticus
270498,Christensenella hongkongensis
543877,Pelagerythrobacter marensis
336989,Pontibacter roseus
57666,Sulfurospirillum arcachonense
29419,Helicobacter canis
53412,Metapseudomonas resinovorans
692370,Tsuneonella dongtanensis
47846,Brachybacterium conglomeratum
39960,Erythrobacter litoralis
1501,Clostridium pasteurianum
70993,Flexithrix dorotheae
1168035,Tangfeifania diversioriginum
76489,Clostridium acetireducens
400092,Pontibacter korlensis
192903,Pseudozobellia thermophila
53422,Thermobrachium celere
86959,Propionispira raffinosivorans
286730,Alkaliflexus imshenetskii
314319,Prolixibacter bellariivorans
52229,Hallella seregens
515414,Prevotella falsenii
1511,Acetoanaerobium sticklandii
299567,Adhaeribacter aquaticus
499059,Spongitalea numazuensis
1124835,Chryseobacterium carnipullorum
79681,Tissierella creatinophila
373668,Chryseobacterium ureilyticum
472113,Geofilum rubicundum
118967,Anaerorhabdus furcosa
255723,Slackia faecicanis
67854,Actinobacillus succinogenes
1078392,Aggregatibacter sp. CCUG 36139
574930,Parabacteroides gordonii
392409,Sphingomonas jaspsi
33008,Rhodococcus globerulus
1124188,Flavobacterium fontis
1795,Mycolicibacterium neoaurum
28119,Bacteroides zoogleoformans
1313,Streptococcus pneumoniae
157838,Heyndrickxia shackletonii
29317,Actinomyces sp.
114702,Actinomyces lingnae
1428,Bacillus thuringiensis
1273686,Mycobacterium sp. VKM Ac-1816D
671267,Phocaeicola sartorii
51048,Actinobacillus porcinus
36850,Clostridium quinii
1671366,Ruminococcus sp. DSM 100440
39489,Clostridium moniliforme
253239,Ethanoligenens harbinense
166501,Thermobaculum terrenum
69824,Thomasclavelia cocleata
29322,[Eubacterium] cellulosolvens
203471,Tepidiphilus margaritifer
1462,Geobacillus kaustophilus
260354,Ramlibacter sp. HTCC332
2371,Xylella fastidiosa
36875,Porphyromonas canoris
77768,Segatella albensis
71656,Brenneria alni
190,Aquaspirillum serpens
266762,Porphyromonas gingivicanis
307486,Tepidimonas taiwanensis
572016,Pasteurellaceae bacterium CCUG 36050
505341,Gallibacterium salpingitidis
123820,[Actinobacillus] rossii
1144661,Acinetobacter sp. CIP 101934
628,Xenorhabdus nematophila
1490051,Anoxybacteroides rupiense
290112,Xenorhabdus szentirmaii
730,[Haemophilus] ducreyi
551459,Chryseobacterium piscicola
400390,Alkalimonas collagenimarina
750,Gallibacterium anatis
733,Canicola haemoglobinophilus
716,Actinobacillus suis
243701,Pasteurella caballi
62977,Acinetobacter baylyi ADP1
852,Fusobacterium perfoetens
529705,Sphingomonas changbaiensis
81475,Frateuria aurantia
702113,Novosphingobium sp. PP1Y
585,Proteus vulgaris
1042156,Clostridium sp. SY8519
738,Glaesserella parasuis
345309,Luteibacter yeojuensis
51161,Actinobacillus delphinicola
1765967,Acidihalobacter ferrooxydans
185008,Butyrivibrio hungatei
29543,Pelobacter propionicus
465721,Steroidobacter denitrificans
245,Flavobacterium aquatile
358742,Enterocloster aldenensis
37658,Anaeromicropila populeti
271420,Stutzerimonas xanthomarina
574375,Bacillus gaemokensis
639224,marine bacterium SIMO-4483
234835,Brevibacterium antiquum
40683,Sphingomonas pruni
271160,Nicoletella semolina
426421,Sediminibacterium salmoneum
1521930,Mesocricetibacter intestinalis
1882754,Clostridium sp. DSM 4029
1908260,Rodentibacter rarus
75985,Mannheimia haemolytica
959,Bdellovibrio bacteriovorus
797292,Sphingobacterium alimentarium
79329,Chitinophaga pinensis
426226,Flavobacterium subsaxonicum
1945662,Paracoccus contaminans
29359,Asaccharospora irregularis
157673,[Mannheimia] succiniciproducens
110845,Phocicoccus pinnipedialis
1365,Lactococcus plantarum
28068,Rubrivivax gelatinosus
1648,Erysipelothrix rhusiopathiae
1504,Clostridium septicum
281362,Dechloromonas denitrificans
43948,Tolumonas auensis
332163,Candidatus Solibacter usitatus
266123,Castellaniella caeni
444923,Rhodoplanes serenus
508460,Cloacibacillus evryensis
34085,Riemerella anatipestifer
208226,Alkaliphilus metalliredigens
1345,Streptococcus ferus
136857,Corynebacterium testudinoris
394340,Adlercreutzia equolifaciens subsp. celatus
315478,Methylobacterium isbiliense
410332,Gordonia malaquae
1341696,Rehaibacterium terrae
29432,Psychrobacter phenylpyruvicus
69974,Mesorhizobium plurifarium
334424,Hymenobacter rigui
254,Chryseobacterium indoltheticum
349106,Psychrobacter sp. PRwf-1
421072,Epilithonimonas lactis
670289,Adhaeribacter aerolatus
224719,Methanobrevibacter sp. AbM4
191577,Epilithonimonas tenax
1128023,Hymenobacter sp. I/74-Cor2
1411122,Hymenobacter luteus
36823,Gordonia sputi
627192,Sphingobium sp. SYK-6
488,Neisseria mucosa
82367,Paracoccus pantotrophus
36745,Clostridium saccharoperbutylacetonicum
376351,Gordonia shandongensis
1223514,Corynebacterium humireducens
185761,Corynebacterium spheniscorum
53427,Gordonia hirsuta
279369,Novosphingopyxis baekryungensis
106592,Ensifer adhaerens
107709,Opitutus terrae
1113617,Paenibacillus sp. NBRC 13637
2137,Spiroplasma apis
1285,Staphylococcus intermedius
748247,Azoarcus sp. KH32C
266009,Methylovorus glucosotrophus
1113631,Paracoccus sp. NBRC 14911
191610,Corynebacterium atypicum
74319,Hyphomonas polymorpha
66851,Methanobrevibacter oralis
742013,Delftia sp. Cs1-4
