taxid,|,taxname,|,lineage,,,,,,,,,,
196013,|,Caldimonas,|,196013,2975441,80840,28216,1224,3379134,2,131567,,,
312063,|,Azohydromonas,|,312063,2975441,80840,28216,1224,3379134,2,131567,,,
1912771,|,Halodesulfovibrio,|,1912771,194924,213115,3031449,200940,3379134,2,131567,,,
2211641,|,Yoonia,|,2211641,31989,204455,28211,1224,3379134,2,131567,,,
153232,|,Oceanicaulis,|,153232,2800061,2800059,28211,1224,3379134,2,131567,,,
59282,|,Blastochloris,|,59282,2831090,356,28211,1224,3379134,2,131567,,,
77674,|,Paracraurococcus,|,77674,3385906,3120395,28211,1224,3379134,2,131567,,,
223927,|,Oxalicibacterium,|,223927,75682,80840,28216,1224,3379134,2,131567,,,
32068,|,Sebaldella,|,32068,1129771,203491,203490,32066,3384189,2,131567,,,
444051,|,Mesoflavibacter,|,444051,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1068904,|,Primorskyibacter,|,1068904,2854170,204455,28211,1224,3379134,2,131567,,,
1649452,|,Geothermomicrobium,|,1649452,186824,1385,91061,1239,1783272,2,131567,,,
1004302,|,Parasegetibacter,|,1004302,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
484508,|,Ornithinibacillus,|,484508,186817,1385,91061,1239,1783272,2,131567,,,
352,|,Azotobacter,|,352,351,135621,72274,1236,1224,3379134,2,131567,,
1654931,|,Crenobacter,|,1654931,481,206351,28216,1224,3379134,2,131567,,,
477695,|,Thermogladius,|,477695,2272,114380,183924,28889,1783275,2157,131567,,,
83766,|,Propionivibrio,|,83766,75787,206389,28216,1224,3379134,2,131567,,,
406099,|,Aquisalimonas,|,406099,72276,135613,1236,1224,3379134,2,131567,,,
311411,|,Pseudoruegeria,|,311411,2854170,204455,28211,1224,3379134,2,131567,,,
264688,|,Trichormus,|,264688,1162,1161,3028117,1117,1798711,1783272,2,131567,,
348581,|,Propionicicella,|,348581,85015,85009,1760,201174,1783272,2,131567,,,
180541,|,Salinisphaera,|,180541,742031,742030,1236,1224,3379134,2,131567,,,
138117,|,Quatrionicoccus,|,138117,2008795,206389,28216,1224,3379134,2,131567,,,
623282,|,Psychrilyobacter,|,623282,203492,203491,203490,32066,3384189,2,131567,,,
59739,|,Flammeovirga,|,59739,200667,768507,768503,976,68336,1783270,3379134,2,131567,
54302,|,Dermocarpella,|,54302,1890498,52604,3028117,1117,1798711,1783272,2,131567,,
280472,|,Aquiflexum,|,280472,563798,768507,768503,976,68336,1783270,3379134,2,131567,
973,|,Sporohalobacter,|,973,53434,53433,186801,1239,1783272,2,131567,,,
1263978,|,Candidatus Endolissoclinum,|,1263978,41295,204441,28211,1224,3379134,2,131567,,,
89404,|,Glaciecola,|,89404,72275,135622,1236,1224,3379134,2,131567,,,
133,|,Methylocystis,|,133,31993,356,28211,1224,3379134,2,131567,,,
165301,|,Lentzea,|,165301,2070,85010,1760,201174,1783272,2,131567,,,
221065,|,Kordia,|,221065,49546,200644,117743,976,68336,1783270,3379134,2,131567,
585890,|,Chitiniphilus,|,585890,2897177,206351,28216,1224,3379134,2,131567,,,
182269,|,Aurantimonas,|,182269,255475,356,28211,1224,3379134,2,131567,,,
64968,|,Marinospirillum,|,64968,135620,135619,1236,1224,3379134,2,131567,,,
273135,|,Candidatus Cardinium,|,273135,1501348,768507,768503,976,68336,1783270,3379134,2,131567,
33993,|,Neorickettsia,|,33993,942,766,28211,1224,3379134,2,131567,,,
263066,|,Malikia,|,263066,80864,80840,28216,1224,3379134,2,131567,,,
68288,|,Cyclobacterium,|,68288,563798,768507,768503,976,68336,1783270,3379134,2,131567,
661182,|,Perlucidibaca,|,661182,2887331,72274,1236,1224,3379134,2,131567,,,
13724,|,Thiocystis,|,13724,1046,135613,1236,1224,3379134,2,131567,,,
1123955,|,Oceanobacterium,|,1123955,31989,204455,28211,1224,3379134,2,131567,,,
212742,|,Morococcus,|,212742,481,206351,28216,1224,3379134,2,131567,,,
240236,|,Woodsholea,|,240236,2800061,2800059,28211,1224,3379134,2,131567,,,
70190,|,Chroococcus,|,70190,1890464,1118,1301283,3028117,1117,1798711,1783272,2,131567,
200414,|,Caldisphaera,|,200414,255472,871006,183924,28889,1783275,2157,131567,,,
89092,|,Ignavigranum,|,89092,186827,186826,91061,1239,1783272,2,131567,,,
34067,|,Cycloclasticus,|,34067,135616,72273,1236,1224,3379134,2,131567,,,
449810,|,Lutimonas,|,449810,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1397106,|,Fodinibius,|,1397106,1813606,1853223,1853221,1936987,68336,1783270,3379134,2,131567,
29574,|,Taylorella,|,29574,506,80840,28216,1224,3379134,2,131567,,,
366614,|,Haematobacter,|,366614,31989,204455,28211,1224,3379134,2,131567,,,
1434030,|,Phytomonospora,|,1434030,28056,85008,1760,201174,1783272,2,131567,,,
1518147,|,Wenyingzhuangia,|,1518147,49546,200644,117743,976,68336,1783270,3379134,2,131567,
54253,|,Thermosphaera,|,54253,2272,114380,183924,28889,1783275,2157,131567,,,
64895,|,Borreliella,|,64895,1643685,136,203692,203691,3379134,2,131567,,,
188905,|,Jannaschia,|,188905,2854170,204455,28211,1224,3379134,2,131567,,,
326319,|,Dokdonia,|,326319,49546,200644,117743,976,68336,1783270,3379134,2,131567,
768,|,Anaplasma,|,768,942,766,28211,1224,3379134,2,131567,,,
2212691,|,Thiolinea,|,2212691,2212439,72273,1236,1224,3379134,2,131567,,,
2279,|,Staphylothermus,|,2279,2272,114380,183924,28889,1783275,2157,131567,,,
475087,|,Methanosphaerula,|,475087,1198451,2191,224756,2290931,28890,3366610,2157,131567,,
1184396,|,Mesotoga,|,1184396,1643948,1643946,188708,200918,3384194,2,131567,,,
1857532,|,Muribacter,|,1857532,712,135625,1236,1224,3379134,2,131567,,,
171868,|,Thermovibrio,|,171868,558314,1485951,187857,200783,3379134,2,131567,,,
461,|,Fluoribacter,|,461,444,118969,1236,1224,3379134,2,131567,,,
312278,|,Emticicia,|,312278,3141702,768507,768503,976,68336,1783270,3379134,2,131567,
83764,|,Formivibrio,|,83764,2897177,206351,28216,1224,3379134,2,131567,,,
85265,|,Phaeospirillum,|,85265,41295,204441,28211,1224,3379134,2,131567,,,
186188,|,Xylanimonas,|,186188,85017,85006,1760,201174,1783272,2,131567,,,
85077,|,Isochromatium,|,85077,1046,135613,1236,1224,3379134,2,131567,,,
1827195,|,Caballeronia,|,1827195,119060,80840,28216,1224,3379134,2,131567,,,
327159,|,Candidatus Accumulibacter,|,327159,119066,28216,1224,3379134,2,131567,,,,
1572663,|,Chishuiella,|,1572663,2762318,200644,117743,976,68336,1783270,3379134,2,131567,
92944,|,Ketogulonicigenium,|,92944,2854170,204455,28211,1224,3379134,2,131567,,,
570266,|,Methanocella,|,570266,570265,570264,224756,2290931,28890,3366610,2157,131567,,
1884449,|,Salipaludibacillus,|,1884449,186817,1385,91061,1239,1783272,2,131567,,,
1522432,|,Pseudoduganella,|,1522432,2895353,75682,80840,28216,1224,3379134,2,131567,,
2233,|,Archaeoglobus,|,2233,2232,2231,183980,28890,3366610,2157,131567,,,
53452,|,Lamprocystis,|,53452,1046,135613,1236,1224,3379134,2,131567,,,
1210116,|,Flavitalea,|,1210116,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
871740,|,Halomarina,|,871740,3402413,2235,183963,2290931,28890,3366610,2157,131567,,
937253,|,Thermohydrogenium,|,937253,68298,186802,186801,1239,1783272,2,131567,,,
57479,|,Microvirgula,|,57479,2897176,206351,28216,1224,3379134,2,131567,,,
34102,|,Sphaerotilus,|,34102,2975441,80840,28216,1224,3379134,2,131567,,,
2039723,|,Thiomicrorhabdus,|,2039723,135616,72273,1236,1224,3379134,2,131567,,,
649461,|,Lacibacter,|,649461,563835,1853229,1853228,976,68336,1783270,3379134,2,131567,
146785,|,Thermosynechococcus,|,146785,2881378,3079744,3028117,1117,1798711,1783272,2,131567,,
2276,|,Pyrobaculum,|,2276,2267,2266,183924,28889,1783275,2157,131567,,,
192987,|,Allofustis,|,192987,186828,186826,91061,1239,1783272,2,131567,,,
1935172,|,Haloactinomyces,|,1935172,622451,622450,1760,201174,1783272,2,131567,,,
191028,|,Leisingera,|,191028,2854170,204455,28211,1224,3379134,2,131567,,,
465,|,Tatlockia,|,465,444,118969,1236,1224,3379134,2,131567,,,
83677,|,Thermobifida,|,83677,83676,85012,1760,201174,1783272,2,131567,,,
1395977,|,Aidingimonas,|,1395977,28256,135619,1236,1224,3379134,2,131567,,,
1222,|,Prochlorothrix,|,1222,2303730,3079745,3028117,1117,1798711,1783272,2,131567,,
45989,|,Methanoculleus,|,45989,2194,2191,224756,2290931,28890,3366610,2157,131567,,
1649279,|,Epibacterium,|,1649279,2854170,204455,28211,1224,3379134,2,131567,,,
235572,|,Candidatus Portiera,|,235572,3399796,3399795,1236,1224,3379134,2,131567,,,
28895,|,Thermoanaerobacterium,|,28895,186814,68295,186801,1239,1783272,2,131567,,,
154346,|,Thiorhodospira,|,154346,72276,135613,1236,1224,3379134,2,131567,,,
404235,|,Maritimibacter,|,404235,2854170,204455,28211,1224,3379134,2,131567,,,
577469,|,Demequina,|,577469,1042322,85006,1760,201174,1783272,2,131567,,,
214904,|,Tepidibacter,|,214904,186804,3082720,186801,1239,1783272,2,131567,,,
561554,|,Zeaxanthinibacter,|,561554,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1123949,|,Robiginosimarina,|,1123949,45401,356,28211,1224,3379134,2,131567,,,
1425377,|,Haloechinothrix,|,1425377,2070,85010,1760,201174,1783272,2,131567,,,
1649487,|,Rhizorhapis,|,1649487,41297,204457,28211,1224,3379134,2,131567,,,
1274351,|,Kroppenstedtia,|,1274351,186824,1385,91061,1239,1783272,2,131567,,,
427077,|,Salsuginibacillus,|,427077,186817,1385,91061,1239,1783272,2,131567,,,
200903,|,Paraliobacillus,|,200903,186817,1385,91061,1239,1783272,2,131567,,,
1649514,|,Caldimonas,|,196013,2975441,80840,28216,1224,3379134,2,131567,,,
1329200,|,Fictibacillus,|,1329200,3120697,1385,91061,1239,1783272,2,131567,,,
407217,|,Aquitalea,|,407217,1499392,206351,28216,1224,3379134,2,131567,,,
119979,|,Thermithiobacillus,|,119979,225059,225057,1807140,1224,3379134,2,131567,,,
46631,|,Picrophilus,|,46631,46630,2301,183967,2283796,3366610,2157,131567,,,
219181,|,Ottowia,|,219181,80864,80840,28216,1224,3379134,2,131567,,,
106146,|,Pelistega,|,106146,506,80840,28216,1224,3379134,2,131567,,,
136099,|,Knoellia,|,136099,85021,85006,1760,201174,1783272,2,131567,,,
574892,|,Kriegella,|,574892,49546,200644,117743,976,68336,1783270,3379134,2,131567,
230666,|,Chitinibacter,|,230666,2897177,206351,28216,1224,3379134,2,131567,,,
283810,|,Stackebrandtia,|,283810,85034,85014,1760,201174,1783272,2,131567,,,
1101,|,Prosthecochloris,|,1101,191412,191411,191410,1090,68336,1783270,3379134,2,131567,
81463,|,Anaeromusa,|,81463,1843490,909929,909932,1239,1783272,2,131567,,,
1778601,|,Apibacter,|,1778601,2762318,200644,117743,976,68336,1783270,3379134,2,131567,
418700,|,Litorivicinus,|,418700,449732,135619,1236,1224,3379134,2,131567,,,
472054,|,Leptobacterium,|,472054,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1820341,|,Crenalkalicoccus,|,1820341,3385906,3120395,28211,1224,3379134,2,131567,,,
49277,|,Psychroserpens,|,49277,49546,200644,117743,976,68336,1783270,3379134,2,131567,
254250,|,Isoptericola,|,254250,85017,85006,1760,201174,1783272,2,131567,,,
690086,|,Salinarimonas,|,690086,2137278,356,28211,1224,3379134,2,131567,,,
741759,|,Tomitella,|,741759,697024,85007,1760,201174,1783272,2,131567,,,
1187078,|,Cecembia,|,1187078,563798,768507,768503,976,68336,1783270,3379134,2,131567,
267408,|,Arsenicicoccus,|,267408,85021,85006,1760,201174,1783272,2,131567,,,
54247,|,Hyperthermus,|,54247,2307,114380,183924,28889,1783275,2157,131567,,,
1029631,|,Amnibacterium,|,1029631,85023,85006,1760,201174,1783272,2,131567,,,
58050,|,Moritella,|,58050,267891,135622,1236,1224,3379134,2,131567,,,
402649,|,Actinomycetospora,|,402649,2070,85010,1760,201174,1783272,2,131567,,,
388463,|,Edaphobacter,|,388463,204434,204433,204432,57723,3379134,2,131567,,,
1123,|,Chlorogloeopsis,|,1123,1892261,1161,3028117,1117,1798711,1783272,2,131567,,
387658,|,Marixanthomonas,|,387658,49546,200644,117743,976,68336,1783270,3379134,2,131567,
2211635,|,Cognatishimia,|,2211635,31989,204455,28211,1224,3379134,2,131567,,,
2220,|,Methanolobus,|,2220,2206,94695,224756,2290931,28890,3366610,2157,131567,,
475230,|,Pullulanibacillus,|,475230,186821,1385,91061,1239,1783272,2,131567,,,
745153,|,Umboniibacter,|,745153,1706371,1706369,1236,1224,3379134,2,131567,,,
68034,|,Sporotomaculum,|,68034,2867375,186802,186801,1239,1783272,2,131567,,,
659428,|,Marivita,|,659428,2854170,204455,28211,1224,3379134,2,131567,,,
54251,|,Pyrolobus,|,54251,2307,114380,183924,28889,1783275,2157,131567,,,
261827,|,Algibacter,|,261827,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1047,|,Chromatium,|,1047,1046,135613,1236,1224,3379134,2,131567,,,
2284,|,Sulfolobus,|,2284,118883,2281,183924,28889,1783275,2157,131567,,,
863253,|,Marinicella,|,863253,3120710,135614,1236,1224,3379134,2,131567,,,
574559,|,Hellea,|,574559,2800062,2800059,28211,1224,3379134,2,131567,,,
647960,|,Marinactinospora,|,647960,83676,85012,1760,201174,1783272,2,131567,,,
28070,|,Gloeothece,|,28070,1890450,1118,1301283,3028117,1117,1798711,1783272,2,131567,
225143,|,Oceanisphaera,|,225143,84642,135624,1236,1224,3379134,2,131567,,,
1048757,|,Candidatus Moranella,|,1048757,543,91347,1236,1224,3379134,2,131567,,,
57488,|,Thiorhodococcus,|,57488,1046,135613,1236,1224,3379134,2,131567,,,
2225,|,Methanococcoides,|,2225,2206,94695,224756,2290931,28890,3366610,2157,131567,,
442432,|,Perexilibacter,|,442432,200667,768507,768503,976,68336,1783270,3379134,2,131567,
59613,|,Skermania,|,59613,85026,85007,1760,201174,1783272,2,131567,,,
700450,|,Siphonobacter,|,700450,89373,768507,768503,976,68336,1783270,3379134,2,131567,
311207,|,Gaetbulibacter,|,311207,49546,200644,117743,976,68336,1783270,3379134,2,131567,
2040254,|,Salinifilum,|,2040254,2070,85010,1760,201174,1783272,2,131567,,,
1205,|,Trichodesmium,|,1205,1892252,1150,1301283,3028117,1117,1798711,1783272,2,131567,
354349,|,Pseudochrobactrum,|,354349,118882,356,28211,1224,3379134,2,131567,,,
1472344,|,Basilea,|,1472344,506,80840,28216,1224,3379134,2,131567,,,
157920,|,Cellulosimicrobium,|,157920,85017,85006,1760,201174,1783272,2,131567,,,
1884922,|,Herbihabitans,|,1884922,2070,85010,1760,201174,1783272,2,131567,,,
1344552,|,Noviherbaspirillum,|,1344552,75682,80840,28216,1224,3379134,2,131567,,,
1658781,|,Aliiroseovarius,|,1658781,31989,204455,28211,1224,3379134,2,131567,,,
217510,|,Fulvimarina,|,217510,255475,356,28211,1224,3379134,2,131567,,,
2029,|,Kibdelosporangium,|,2029,2070,85010,1760,201174,1783272,2,131567,,,
596495,|,Sciscionella,|,596495,2070,85010,1760,201174,1783272,2,131567,,,
336803,|,Thorsellia,|,336803,1771359,91347,1236,1224,3379134,2,131567,,,
613121,|,Smaragdicoccus,|,613121,85025,85007,1760,201174,1783272,2,131567,,,
79603,|,Denitrobacterium,|,79603,1643826,1643822,84998,201174,1783272,2,131567,,,
142577,|,Prauserella,|,142577,2070,85010,1760,201174,1783272,2,131567,,,
2420,|,Thermosipho,|,2420,1643950,2419,188708,200918,3384194,2,131567,,,
130795,|,Crossiella,|,130795,2070,85010,1760,201174,1783272,2,131567,,,
653686,|,Wenxinia,|,653686,2854170,204455,28211,1224,3379134,2,131567,,,
1543704,|,Niveispirillum,|,1543704,2829815,204441,28211,1224,3379134,2,131567,,,
93682,|,Roseivivax,|,93682,2854170,204455,28211,1224,3379134,2,131567,,,
651553,|,Haloglycomyces,|,651553,85034,85014,1760,201174,1783272,2,131567,,,
225447,|,Yaniella,|,225447,1268,85006,1760,201174,1783272,2,131567,,,
124224,|,Brackiella,|,124224,506,80840,28216,1224,3379134,2,131567,,,
54258,|,Ignicoccus,|,54258,2272,114380,183924,28889,1783275,2157,131567,,,
93368,|,Pseudaminobacter,|,93368,69277,356,28211,1224,3379134,2,131567,,,
246861,|,Grimontia,|,246861,641,135623,1236,1224,3379134,2,131567,,,
1096776,|,Flexivirga,|,1096776,145357,85006,1760,201174,1783272,2,131567,,,
869,|,Dichelobacter,|,869,868,135615,1236,1224,3379134,2,131567,,,
52605,|,Myxosarcina,|,52605,1890500,52604,3028117,1117,1798711,1783272,2,131567,,
1195526,|,Gryllotalpicola,|,1195526,85023,85006,1760,201174,1783272,2,131567,,,
168470,|,Laribacter,|,168470,2897176,206351,28216,1224,3379134,2,131567,,,
2212731,|,Thiofilum,|,2212731,2212440,72273,1236,1224,3379134,2,131567,,,
1679449,|,Pseudooceanicola,|,1679449,31989,204455,28211,1224,3379134,2,131567,,,
568987,|,Candidatus Williamhamiltonella,|,568987,146507,84563,191675,543,91347,1236,1224,3379134,2,131567
286800,|,Tenuibacillus,|,286800,186817,1385,91061,1239,1783272,2,131567,,,
644355,|,Inhella,|,644355,2975441,80840,28216,1224,3379134,2,131567,,,
83461,|,Corallococcus,|,83461,31,80811,29,32015,2818505,3379134,2,131567,,
82559,|,Thiolamprovum,|,82559,1046,135613,1236,1224,3379134,2,131567,,,
88723,|,Natrinema,|,88723,1644061,2235,183963,2290931,28890,3366610,2157,131567,,
74968,|,Ferroplasma,|,74968,90142,2301,183967,2283796,3366610,2157,131567,,,
1158296,|,Poseidonocella,|,1158296,2854170,204455,28211,1224,3379134,2,131567,,,
292713,|,Silanimonas,|,292713,32033,135614,1236,1224,3379134,2,131567,,,
41980,|,Metallosphaera,|,41980,118883,2281,183924,28889,1783275,2157,131567,,,
153497,|,Kozakia,|,153497,433,3120395,28211,1224,3379134,2,131567,,,
476528,|,Bibersteinia,|,476528,712,135625,1236,1224,3379134,2,131567,,,
911,|,Nitrobacter,|,911,41294,356,28211,1224,3379134,2,131567,,,
626119,|,Ruania,|,626119,1331736,85006,1760,201174,1783272,2,131567,,,
34000,|,Acidomonas,|,34000,433,3120395,28211,1224,3379134,2,131567,,,
63958,|,Demetria,|,63958,145357,85006,1760,201174,1783272,2,131567,,,
2038280,|,Robbsia,|,2038280,119060,80840,28216,1224,3379134,2,131567,,,
152053,|,Starkeya,|,152053,335928,356,28211,1224,3379134,2,131567,,,
104204,|,Streptomonospora,|,104204,83676,85012,1760,201174,1783272,2,131567,,,
78328,|,Allocoenonia,|,78328,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1621534,|,Paraglaciecola,|,1621534,72275,135622,1236,1224,3379134,2,131567,,,
41201,|,Ewingella,|,41201,1903411,91347,1236,1224,3379134,2,131567,,,
186829,|,Agitococcus,|,186829,468,2887326,1236,1224,3379134,2,131567,,,
1940136,|,Tibeticola,|,1940136,80864,80840,28216,1224,3379134,2,131567,,,
635,|,Edwardsiella,|,635,1903412,91347,1236,1224,3379134,2,131567,,,
367298,|,Phycicoccus,|,367298,85021,85006,1760,201174,1783272,2,131567,,,
47494,|,Pedomicrobium,|,47494,45401,356,28211,1224,3379134,2,131567,,,
1930924,|,Haematomicrobium,|,1930924,1268,85006,1760,201174,1783272,2,131567,,,
1273095,|,Anaerosphaera,|,1273095,1570339,1737405,1737404,1239,1783272,2,131567,,,
429014,|,Desulfopila,|,429014,2886822,3024411,3031451,200940,3379134,2,131567,,,
1184606,|,Austwickia,|,1184606,85018,85006,1760,201174,1783272,2,131567,,,
2024958,|,Alkalispirochaeta,|,2024958,137,136,203692,203691,3379134,2,131567,,,
1649467,|,Mariniluteicoccus,|,1649467,31957,85009,1760,201174,1783272,2,131567,,,
194195,|,Alysiella,|,194195,481,206351,28216,1224,3379134,2,131567,,,
116071,|,Micropruina,|,116071,85015,85009,1760,201174,1783272,2,131567,,,
162491,|,Oerskovia,|,162491,85016,85006,1760,201174,1783272,2,131567,,,
37924,|,Thermocrispum,|,37924,2070,85010,1760,201174,1783272,2,131567,,,
227873,|,Pannonibacter,|,227873,2821832,356,28211,1224,3379134,2,131567,,,
46466,|,Halocella,|,46466,972,53433,186801,1239,1783272,2,131567,,,
482136,|,Fangia,|,482136,2056687,72273,1236,1224,3379134,2,131567,,,
1294511,|,Naumannella,|,1294511,31957,85009,1760,201174,1783272,2,131567,,,
2040262,|,Allobranchiibius,|,2040262,145357,85006,1760,201174,1783272,2,131567,,,
28186,|,Acetohalobium,|,28186,53434,53433,186801,1239,1783272,2,131567,,,
37817,|,Desulfuromusa,|,37817,3031659,69541,3031651,200940,3379134,2,131567,,,
227864,|,Cerasibacillus,|,227864,186817,1385,91061,1239,1783272,2,131567,,,
34069,|,Telluria,|,34069,2895353,75682,80840,28216,1224,3379134,2,131567,,
2202,|,Methanospirillum,|,2202,196137,2191,224756,2290931,28890,3366610,2157,131567,,
152161,|,Stappia,|,152161,2821832,356,28211,1224,3379134,2,131567,,,
375673,|,Paraferrimonas,|,375673,267892,135622,1236,1224,3379134,2,131567,,,
331654,|,Alkalibacillus,|,331654,186817,1385,91061,1239,1783272,2,131567,,,
576341,|,Halovibrio,|,576341,28256,135619,1236,1224,3379134,2,131567,,,
1998,|,Planomonospora,|,1998,2004,85012,1760,201174,1783272,2,131567,,,
43673,|,Jonesia,|,43673,85022,85006,1760,201174,1783272,2,131567,,,
28209,|,Chelatococcus,|,28209,2036754,356,28211,1224,3379134,2,131567,,,
1082702,|,Lonsdalea,|,1082702,1903410,91347,1236,1224,3379134,2,131567,,,
395331,|,Methanoregula,|,395331,1198451,2191,224756,2290931,28890,3366610,2157,131567,,
568394,|,Pseudogulbenkiania,|,568394,1499392,206351,28216,1224,3379134,2,131567,,,
33969,|,Melissococcus,|,33969,81852,186826,91061,1239,1783272,2,131567,,,
2211638,|,Limimaricola,|,2211638,31989,204455,28211,1224,3379134,2,131567,,,
33976,|,Caryophanon,|,33976,186818,1385,91061,1239,1783272,2,131567,,,
53456,|,Propioniferax,|,53456,31957,85009,1760,201174,1783272,2,131567,,,
157932,|,Paucimonas,|,157932,119060,80840,28216,1224,3379134,2,131567,,,
122277,|,Pectobacterium,|,122277,1903410,91347,1236,1224,3379134,2,131567,,,
454159,|,Kiloniella,|,454159,597359,204441,28211,1224,3379134,2,131567,,,
1645,|,Renibacterium,|,1645,1268,85006,1760,201174,1783272,2,131567,,,
84756,|,Beutenbergia,|,84756,125316,85006,1760,201174,1783272,2,131567,,,
230355,|,Methanolacinia,|,230355,2194,2191,224756,2290931,28890,3366610,2157,131567,,
1436289,|,Candidatus Symbiobacter,|,1436289,80864,80840,28216,1224,3379134,2,131567,,,
291183,|,Lacinutrix,|,291183,49546,200644,117743,976,68336,1783270,3379134,2,131567,
279,|,Xanthobacter,|,279,335928,356,28211,1224,3379134,2,131567,,,
551759,|,Aromatoleum,|,551759,75787,206389,28216,1224,3379134,2,131567,,,
168657,|,Hydrogenobaculum,|,168657,64898,32069,187857,200783,3379134,2,131567,,,
292691,|,Christiangramia,|,292691,49546,200644,117743,976,68336,1783270,3379134,2,131567,
40136,|,Afipia,|,1033,41294,356,28211,1224,3379134,2,131567,,,
364409,|,Granulibacter,|,364409,433,3120395,28211,1224,3379134,2,131567,,,
2019,|,Thermomonospora,|,2019,2012,85012,1760,201174,1783272,2,131567,,,
401618,|,Candidatus Riesia,|,401618,543,91347,1236,1224,3379134,2,131567,,,
991903,|,Polymorphum,|,991903,31989,204455,28211,1224,3379134,2,131567,,,
1073531,|,Mycolicibacter,|,1073531,1762,85007,1760,201174,1783272,2,131567,,,
551,|,Erwinia,|,551,1903409,91347,1236,1224,3379134,2,131567,,,
64159,|,Desulfurobacterium,|,64159,558314,1485951,187857,200783,3379134,2,131567,,,
309512,|,Dinoroseobacter,|,309512,2854170,204455,28211,1224,3379134,2,131567,,,
88,|,Leptothrix,|,88,2975441,80840,28216,1224,3379134,2,131567,,,
1269201,|,Salinarchaeum,|,1269201,2976354,2235,183963,2290931,28890,3366610,2157,131567,,
53357,|,Intrasporangium,|,53357,85021,85006,1760,201174,1783272,2,131567,,,
2302,|,Thermoplasma,|,2302,46659,2301,183967,2283796,3366610,2157,131567,,,
2321,|,Methanohalobium,|,2321,2206,94695,224756,2290931,28890,3366610,2157,131567,,
12914,|,Acidianus,|,12914,118883,2281,183924,28889,1783275,2157,131567,,,
196136,|,Methanosalsum,|,196136,2206,94695,224756,2290931,28890,3366610,2157,131567,,
2016,|,Streptoalloteichus,|,2016,2070,85010,1760,201174,1783272,2,131567,,,
54260,|,Ferroglobus,|,54260,2232,2231,183980,28890,3366610,2157,131567,,,
203135,|,Halomicrobium,|,203135,1963268,2235,183963,2290931,28890,3366610,2157,131567,,
659427,|,Sediminimonas,|,659427,2854170,204455,28211,1224,3379134,2,131567,,,
1617805,|,Amylibacter,|,1617805,31989,204455,28211,1224,3379134,2,131567,,,
2175,|,Methanohalophilus,|,2175,2206,94695,224756,2290931,28890,3366610,2157,131567,,
387342,|,Halopiger,|,387342,1644061,2235,183963,2290931,28890,3366610,2157,131567,,
1354333,|,Cosenzaea,|,1354333,1903414,91347,1236,1224,3379134,2,131567,,,
82978,|,Budvicia,|,82978,1903416,91347,1236,1224,3379134,2,131567,,,
76886,|,Caldivirga,|,76886,2267,2266,183924,28889,1783275,2157,131567,,,
52607,|,Xenococcus,|,52607,1890499,52604,3028117,1117,1798711,1783272,2,131567,,
33874,|,Catenuloplanes,|,33874,28056,85008,1760,201174,1783272,2,131567,,,
437506,|,Robiginitomaculum,|,437506,2800062,2800059,28211,1224,3379134,2,131567,,,
1862,|,Dermatophilus,|,1862,85018,85006,1760,201174,1783272,2,131567,,,
1069494,|,Trueperella,|,1069494,2049,2037,1760,201174,1783272,2,131567,,,
53392,|,Thiodictyon,|,53392,1046,135613,1236,1224,3379134,2,131567,,,
34100,|,Filibacter,|,34100,186818,1385,91061,1239,1783272,2,131567,,,
320496,|,Neoasaia,|,320496,433,3120395,28211,1224,3379134,2,131567,,,
1156568,|,Methylovirgula,|,1156568,45404,356,28211,1224,3379134,2,131567,,,
1433986,|,Actibacterium,|,1433986,2854170,204455,28211,1224,3379134,2,131567,,,
120376,|,Salana,|,120376,125316,85006,1760,201174,1783272,2,131567,,,
1855402,|,Allohahella,|,1855402,224379,135619,1236,1224,3379134,2,131567,,,
1114981,|,Piscinibacter,|,1114981,2975441,80840,28216,1224,3379134,2,131567,,,
81416,|,Methanofollis,|,81416,2194,2191,224756,2290931,28890,3366610,2157,131567,,
2249,|,Halococcus,|,2249,1963270,2235,183963,2290931,28890,3366610,2157,131567,,
353799,|,Halostagnicola,|,353799,1644061,2235,183963,2290931,28890,3366610,2157,131567,,
940550,|,Gilvimarinus,|,940550,1706371,1706369,1236,1224,3379134,2,131567,,,
200677,|,Meniscus,|,200677,1471398,1970189,200643,976,68336,1783270,3379134,2,131567,
1649483,|,Pseudopelagicola,|,1649483,31989,204455,28211,1224,3379134,2,131567,,,
119044,|,Filomicrobium,|,119044,45401,356,28211,1224,3379134,2,131567,,,
42418,|,Halanaerobacter,|,42418,53434,53433,186801,1239,1783272,2,131567,,,
64,|,Herpetosiphon,|,64,189773,189772,32061,200795,1783272,2,131567,,,
358023,|,Lutibacter,|,358023,49546,200644,117743,976,68336,1783270,3379134,2,131567,
1868332,|,Neomicrococcus,|,1868332,1268,85006,1760,201174,1783272,2,131567,,,
